Student Name,Attendance %,Internal Marks,Final Marks,Assignment Scores,Extra Activities,Family Income,Internet Access,Study Hours,Placement Status,Average Score,Risk Category,Performance_Level
Joshua Lee,79.2,46,80,92,Music,8000.0,No,4.0,Placed,72.66666666666667,safe,Good
Andrew Scott,82.1,62,66,76,Volunteer,71080.0,No,6.6,Placed,68.0,safe,Average
Melissa Martin,91.2,100,90,100,Sports,96368.0,Yes,10.0,Placed,96.66666666666667,safe,Excellent
Robert Taylor,89.7,72,73,73,Sports,75789.0,Yes,5.4,Placed,72.66666666666667,safe,Good
Angela Martin,94.7,88,100,82,Music,89146.0,No,7.6,Placed,90.0,safe,Excellent
Robert Harris,87.5,66,77,92,Sports,79184.0,No,7.2,Placed,78.33333333333333,safe,Good
Joshua Johnson,75.0,37,50,51,Debate,57057.0,Yes,2.7,Not Placed,46.0,Need Improvement,Poor
Amanda Harris,63.2,72,73,100,Debate,8530.0,No,9.5,Placed,81.66666666666667,safe,Good
Laura Ramirez,74.0,50,63,75,Volunteer,23432.0,Yes,5.3,Placed,62.666666666666664,safe,Average
Betty Allen,57.2,37,48,71,Music,40224.0,No,4.9,Not Placed,52.0,Need Improvement,Average
Kevin Martin,87.6,48,59,71,Debate,93944.0,No,5.9,Not Placed,59.333333333333336,Need Improvement,Average
Kimberly Hernandez,58.2,28,33,50,Volunteer,57438.0,No,3.0,Not Placed,37.0,At risk,Poor
Laura Walker,74.2,59,83,97,Music,58760.0,Yes,7.7,Placed,79.66666666666667,safe,Good
Sarah Wright,49.5,43,47,70,Music,82825.0,No,5.3,Not Placed,53.333333333333336,Need Improvement,Average
Lisa Johnson,94.3,49,59,39,Music,79486.0,Yes,2.8,Not Placed,49.0,Need Improvement,Poor
Nancy Robinson,96.1,65,75,94,NCC,47875.0,No,7.4,Placed,78.0,safe,Good
Joseph Gonzalez,82.1,71,87,79,Volunteer,65437.0,Yes,6.2,Placed,79.0,safe,Good
John Lee,78.7,80,80,100,Volunteer,36745.0,Yes,9.9,Placed,86.66666666666667,safe,Excellent
Ryan Robinson,78.5,54,53,56,NCC,31897.0,No,4.7,Not Placed,54.333333333333336,Need Improvement,Average
Steven White,95.6,66,83,87,Sports,19632.0,Yes,6.7,Placed,78.66666666666667,safe,Good
Ryan Miller,74.3,70,64,78,Music,73883.0,Yes,5.4,Placed,70.66666666666667,safe,Good
Karen Robinson,87.0,53,53,62,Sports,33960.0,No,3.5,Not Placed,56.0,Need Improvement,Average
Andrew Hill,85.2,43,62,69,Music,31550.0,Yes,5.4,Placed,58.0,Need Improvement,Average
Jacob Davis,80.0,75,0,100,Volunteer,64702.0,Yes,7.7,Placed,58.333333333333336,Need Improvement,Average
Emma Ramirez,94.5,42,55,49,Volunteer,107001.0,Yes,2.0,Not Placed,48.666666666666664,Need Improvement,Poor
Lisa Lopez,84.6,58,64,71,Music,100355.0,Yes,6.2,Placed,64.33333333333333,safe,Average
John Martinez,82.5,61,69,56,NCC,83952.0,Yes,6.1,Placed,62.0,safe,Average
Rebecca Wilson,68.3,66,72,68,NCC,65473.0,Yes,5.4,Placed,68.66666666666667,safe,Average
Kenneth Johnson,84.7,48,56,35,Debate,36576.0,Yes,3.8,Not Placed,46.333333333333336,Need Improvement,Poor
Jacob Smith,65.7,65,71,100,Music,105815.0,Yes,7.9,Placed,78.66666666666667,safe,Good
Matthew Wright,72.2,48,68,50,Sports,30463.0,Yes,3.3,Placed,55.333333333333336,Need Improvement,Average
Jennifer Brown,85.4,62,71,71,NCC,30257.0,Yes,6.4,Placed,68.0,safe,Average
Kevin Davis,56.5,32,61,69,Music,91816.0,No,4.2,Placed,54.0,Need Improvement,Average
Nancy King,78.5,44,51,62,Debate,105932.0,Yes,3.8,Not Placed,52.333333333333336,Need Improvement,Average
Nancy Moore,95.3,71,77,89,Music,89380.0,No,6.9,Placed,79.0,safe,Good
George Perez,64.9,67,82,91,Sports,30802.0,No,6.2,Placed,80.0,safe,Good
Deborah Scott,78.1,76,88,78,Volunteer,93464.0,Yes,6.5,Placed,80.66666666666667,safe,Good
Laura Martinez,74.5,67,58,68,Volunteer,121518.0,Yes,7.0,Not Placed,64.33333333333333,safe,Average
George Torres,71.4,47,45,72,Debate,61489.0,No,4.8,Not Placed,54.666666666666664,Need Improvement,Average
Jennifer Martinez,95.3,64,81,55,Sports,49565.0,Yes,4.8,Placed,66.66666666666667,safe,Average
Karen Jones,93.0,89,80,100,Sports,77151.0,No,8.8,Placed,89.66666666666667,safe,Excellent
Ronald Johnson,81.8,76,81,100,Volunteer,96699.0,No,8.9,Placed,85.66666666666667,safe,Excellent
George Perez,89.1,65,77,59,Sports,27860.0,Yes,5.3,Placed,67.0,safe,Average
Jessica Flores,70.1,39,63,73,Sports,40017.0,No,6.1,Placed,58.333333333333336,Need Improvement,Average
Rebecca Williams,73.9,56,47,58,Music,54510.0,Yes,2.8,Not Placed,53.666666666666664,Need Improvement,Average
Kimberly Martinez,81.5,87,97,99,Debate,46343.0,No,9.0,Placed,94.33333333333333,safe,Excellent
Brian White,96.8,51,61,63,Debate,97019.0,Yes,4.1,Placed,58.333333333333336,Need Improvement,Average
Donald Thomas,98.1,65,82,61,Music,79995.0,No,4.8,Placed,69.33333333333333,safe,Average
Jennifer Taylor,74.5,53,52,65,Debate,65037.0,Yes,3.6,Not Placed,56.666666666666664,Need Improvement,Average
Betty Robinson,74.7,63,79,77,Sports,12953.0,Yes,5.3,Placed,73.0,safe,Good
Kenneth Rodriguez,61.8,31,49,72,Sports,92272.0,Yes,4.3,Not Placed,50.666666666666664,Need Improvement,Average
Nancy Hill,77.9,54,72,83,Music,57577.0,No,6.2,Placed,69.66666666666667,safe,Average
Stephanie Moore,68.6,66,81,61,Music,44527.0,Yes,4.7,Placed,69.33333333333333,safe,Average
Susan Hill,80.2,61,70,70,Sports,28684.0,No,6.9,Placed,67.0,safe,Average
Mark Hill,71.7,71,83,93,Sports,94536.0,No,9.2,Placed,82.33333333333333,safe,Good
Daniel Miller,63.4,56,72,84,NCC,117415.0,No,5.8,Placed,70.66666666666667,safe,Good
Amy King,94.7,55,73,74,Sports,10108.0,Yes,4.7,Placed,67.33333333333333,safe,Average
Steven White,74.0,60,66,54,Debate,86678.0,Yes,4.9,Placed,60.0,safe,Average
Robert Moore,100.0,80,93,96,Debate,23346.0,Yes,6.6,Placed,89.66666666666667,safe,Excellent
Angela Jackson,81.2,69,79,77,Volunteer,141967.0,No,5.7,Placed,75.0,safe,Good
Sandra Davis,79.5,67,73,85,Debate,64702.0,Yes,6.9,Placed,75.0,safe,Good
Nicholas Flores,85.2,43,60,91,NCC,34885.0,No,6.1,Placed,64.66666666666667,safe,Average
Melissa Clark,56.0,30,38,48,Music,43440.0,Yes,3.2,Not Placed,38.666666666666664,At risk,Poor
Cynthia Martinez,61.2,58,71,50,Debate,134522.0,Yes,4.5,Placed,59.666666666666664,Need Improvement,Average
Cynthia Nguyen,74.6,66,78,88,NCC,64702.0,No,7.2,Placed,77.33333333333333,safe,Good
Charles Ramirez,77.5,85,74,100,Sports,69181.0,Yes,9.2,Placed,86.33333333333333,safe,Excellent
Amy Wright,65.1,75,76,78,Sports,78766.0,Yes,6.1,Placed,76.33333333333333,safe,Good
Nicholas White,84.3,77,92,67,Sports,39491.0,Yes,6.2,Placed,78.66666666666667,safe,Good
Kimberly Jackson,82.6,58,61,69,Music,35874.0,Yes,3.9,Placed,62.666666666666664,safe,Average
Linda Lee,96.5,72,76,91,Volunteer,84390.0,No,6.2,Placed,79.66666666666667,safe,Good
Andrew Hernandez,75.1,50,45,52,Debate,33427.0,Yes,4.9,Not Placed,49.0,Need Improvement,Poor
George Moore,79.2,51,70,65,Debate,64600.0,No,5.3,Not Placed,62.0,safe,Average
Rebecca Thompson,90.1,52,51,48,Debate,32925.0,Yes,2.2,Not Placed,50.333333333333336,Need Improvement,Average
Carol Perez,67.7,46,68,91,NCC,8000.0,Yes,6.7,Placed,68.33333333333333,safe,Average
Ryan Garcia,84.6,47,62,84,Volunteer,23028.0,Yes,5.2,Placed,64.33333333333333,safe,Average
Sandra Gonzalez,88.1,40,54,81,NCC,24132.0,Yes,6.2,Not Placed,58.333333333333336,Need Improvement,Average
Kenneth Harris,91.0,42,57,70,Sports,62756.0,Yes,4.6,Not Placed,56.333333333333336,Need Improvement,Average
Ryan Hill,87.8,69,90,50,Debate,75750.0,Yes,3.9,Placed,69.66666666666667,safe,Average
Elizabeth Brown,91.8,39,62,64,NCC,45776.0,No,4.4,Placed,55.0,Need Improvement,Average
George Jackson,81.7,58,65,66,Sports,52550.0,Yes,5.7,Placed,63.0,safe,Average
Charles Lee,60.7,39,61,76,Debate,76201.0,Yes,5.9,Placed,58.666666666666664,Need Improvement,Average
Kimberly Moore,84.3,77,96,100,Debate,60876.0,Yes,7.7,Placed,91.0,safe,Excellent
Jennifer Hill,52.1,74,76,76,Sports,86698.0,No,5.8,Placed,75.33333333333333,safe,Good
Patricia Jones,71.4,62,61,68,Sports,64702.0,Yes,5.0,Placed,63.666666666666664,safe,Average
Amanda Lewis,75.0,70,70,100,Debate,98140.0,Yes,6.7,Placed,80.0,safe,Good
Joseph Davis,80.0,89,100,100,Sports,105114.0,No,8.5,Placed,96.33333333333333,safe,Excellent
Ashley King,80.8,77,80,81,Sports,35479.0,Yes,6.7,Placed,79.33333333333333,safe,Good
Laura Moore,82.0,70,80,93,Music,96073.0,Yes,7.7,Placed,81.0,safe,Good
Elizabeth Johnson,83.5,60,34,36,Sports,62395.0,Yes,3.3,Not Placed,43.333333333333336,Need Improvement,Poor
Amy Harris,94.8,75,90,91,Sports,40857.0,No,5.8,Placed,85.33333333333333,safe,Excellent
Cynthia Garcia,92.1,59,60,49,NCC,63469.0,Yes,4.9,Placed,56.0,Need Improvement,Average
Deborah Scott,68.2,65,71,71,Sports,39268.0,Yes,6.0,Placed,69.0,safe,Average
Laura Flores,93.3,73,76,80,Sports,73753.0,No,6.7,Placed,76.33333333333333,safe,Good
Rebecca Smith,71.9,34,54,37,NCC,91124.0,No,2.4,Not Placed,41.666666666666664,Need Improvement,Poor
Emma Brown,71.2,41,49,57,Sports,82292.0,Yes,3.6,Not Placed,49.0,Need Improvement,Poor
Joseph Thomas,62.7,57,80,69,Debate,64508.0,Yes,5.0,Placed,68.66666666666667,safe,Average
Anthony Young,61.5,50,70,100,Volunteer,119662.0,Yes,7.4,Placed,73.33333333333333,safe,Good
Michelle Thomas,65.4,42,48,52,Volunteer,40886.0,Yes,2.2,Not Placed,47.333333333333336,Need Improvement,Poor
Carol Johnson,87.4,76,77,65,Sports,64702.0,Yes,5.8,Placed,72.66666666666667,safe,Good
Amy Clark,88.2,65,71,100,Music,78227.0,Yes,7.5,Placed,78.66666666666667,safe,Good
Jason Anderson,76.5,57,0,78,Volunteer,65476.0,Yes,6.9,Placed,45.0,Need Improvement,Poor
Jennifer Flores,76.8,52,90,64,Volunteer,84077.0,Yes,4.2,Placed,68.66666666666667,safe,Average
Michelle Lewis,64.3,54,58,92,Volunteer,81595.0,Yes,6.9,Not Placed,68.0,safe,Average
Emily Anderson,66.9,72,66,67,Debate,19909.0,Yes,6.1,Placed,68.33333333333333,safe,Average
Emily Ramirez,100.0,67,64,50,Sports,72778.0,No,3.4,Placed,60.333333333333336,safe,Average
Kenneth Moore,83.5,88,91,85,Sports,65113.0,Yes,5.8,Placed,88.0,safe,Excellent
Edward Smith,75.6,42,58,71,Debate,47515.0,Yes,4.1,Not Placed,57.0,Need Improvement,Average
Paul Martin,78.8,46,57,66,NCC,98944.0,No,4.7,Not Placed,56.333333333333336,Need Improvement,Average
Jacob Jackson,70.3,68,90,74,Volunteer,98426.0,Yes,6.1,Placed,77.33333333333333,safe,Good
Karen Anderson,61.3,78,70,80,Sports,51325.0,Yes,6.7,Placed,76.0,safe,Good
Kimberly Lee,72.1,66,78,100,Music,66807.0,Yes,8.2,Placed,81.33333333333333,safe,Good
Lisa Taylor,61.9,38,49,58,NCC,121497.0,No,3.3,Not Placed,48.333333333333336,Need Improvement,Poor
Mary Thomas,78.2,62,66,86,Volunteer,64702.0,Yes,7.2,Placed,71.33333333333333,safe,Good
Edward Scott,80.0,48,56,76,Sports,104091.0,Yes,5.5,Not Placed,60.0,safe,Average
Steven Clark,59.7,68,76,72,Debate,87955.0,Yes,6.8,Placed,72.0,safe,Good
Jason Nguyen,56.9,55,52,70,Music,44729.0,Yes,4.8,Not Placed,59.0,Need Improvement,Average
Susan Jackson,80.0,54,53,51,Debate,53898.0,Yes,4.5,Not Placed,52.666666666666664,Need Improvement,Average
Amy Allen,80.0,49,57,45,Volunteer,94057.0,Yes,2.9,Not Placed,50.333333333333336,Need Improvement,Average
Angela Ramirez,83.2,66,67,79,Music,59617.0,No,6.3,Placed,70.66666666666667,safe,Good
Michael Wilson,73.1,63,73,66,Volunteer,52939.0,Yes,5.4,Placed,67.33333333333333,safe,Average
Amanda Smith,94.2,58,68,41,Debate,59661.0,Yes,2.1,Placed,55.666666666666664,Need Improvement,Average
William Lee,72.7,72,0,98,Sports,87351.0,Yes,6.7,Placed,56.666666666666664,Need Improvement,Average
Kenneth Lopez,90.2,35,46,46,Volunteer,98634.0,Yes,2.1,Not Placed,42.333333333333336,Need Improvement,Poor
Emily Jones,66.9,53,59,58,Sports,45839.0,Yes,3.9,Not Placed,56.666666666666664,Need Improvement,Average
James Jackson,81.3,37,50,44,NCC,37375.0,Yes,2.3,Not Placed,43.666666666666664,Need Improvement,Poor
Steven Ramirez,85.6,59,82,89,Sports,36044.0,No,5.4,Placed,76.66666666666667,safe,Good
Karen Smith,91.5,76,80,84,Volunteer,75125.0,Yes,7.0,Placed,80.0,safe,Good
William Davis,100.0,36,50,64,Sports,65543.0,Yes,3.6,Not Placed,50.0,Need Improvement,Average
Laura Garcia,58.1,54,64,70,Sports,12406.0,No,5.2,Placed,62.666666666666664,safe,Average
Mark Perez,76.0,34,60,48,Music,47372.0,Yes,3.1,Placed,47.333333333333336,Need Improvement,Poor
Kimberly Gonzalez,83.0,60,70,76,Music,52161.0,Yes,5.4,Placed,68.66666666666667,safe,Average
Nicholas Lewis,80.3,58,72,80,Sports,45613.0,Yes,5.6,Placed,70.0,safe,Good
Susan Jackson,85.2,90,100,97,Sports,59632.0,Yes,10.0,Placed,95.66666666666667,safe,Excellent
Donna Robinson,82.2,64,79,66,Debate,59488.0,No,4.8,Placed,69.66666666666667,safe,Average
Matthew King,74.4,61,61,74,NCC,124157.0,No,6.0,Placed,65.33333333333333,safe,Average
Amanda Johnson,80.1,52,53,42,Sports,116736.0,Yes,2.5,Not Placed,49.0,Need Improvement,Poor
Melissa Williams,86.1,51,60,51,Volunteer,96433.0,No,3.3,Placed,54.0,Need Improvement,Average
Betty Thomas,54.9,68,69,90,Sports,62492.0,Yes,6.8,Placed,75.66666666666667,safe,Good
Michael Wright,88.5,59,70,90,Music,90932.0,Yes,5.6,Placed,73.0,safe,Good
Kimberly Hill,66.5,53,57,92,Volunteer,101049.0,Yes,3.8,Not Placed,67.33333333333333,safe,Average
Matthew Scott,74.7,81,72,78,Sports,71089.0,Yes,7.2,Placed,77.0,safe,Good
Michael Thompson,98.5,45,50,41,NCC,19678.0,No,2.4,Not Placed,45.333333333333336,Need Improvement,Poor
Amanda Sanchez,82.9,60,72,88,Sports,109520.0,Yes,5.9,Placed,73.33333333333333,safe,Good
Gary Wright,58.5,49,56,71,NCC,64728.0,Yes,4.7,Not Placed,58.666666666666664,Need Improvement,Average
Angela Johnson,87.2,59,70,100,NCC,63607.0,No,7.5,Placed,76.33333333333333,safe,Good
Deborah Scott,85.2,66,61,81,Debate,91093.0,Yes,6.1,Placed,69.33333333333333,safe,Average
Joshua Flores,72.7,68,63,44,Volunteer,113818.0,Yes,5.0,Placed,58.333333333333336,Need Improvement,Average
Ronald Hernandez,66.5,28,63,81,Sports,59286.0,Yes,4.7,Placed,57.333333333333336,Need Improvement,Average
Rebecca Miller,81.7,79,81,66,Sports,87852.0,Yes,4.0,Placed,75.33333333333333,safe,Good
Paul King,83.9,49,90,77,Sports,69984.0,No,5.4,Placed,72.0,safe,Good
Michelle Wright,80.0,73,73,81,Debate,76742.0,No,7.4,Placed,75.66666666666667,safe,Good
Michelle Taylor,98.2,85,94,100,Sports,33507.0,Yes,7.6,Placed,93.0,safe,Excellent
Daniel Jones,88.2,20,32,32,Sports,72854.0,Yes,1.0,Not Placed,28.0,At risk,Poor
Jacob White,91.9,44,58,63,Debate,55983.0,No,3.7,Not Placed,55.0,Need Improvement,Average
Steven Davis,60.8,20,62,45,Sports,35496.0,Yes,3.3,Placed,42.333333333333336,Need Improvement,Poor
Daniel Hill,85.5,83,88,99,Music,64702.0,No,8.2,Placed,90.0,safe,Excellent
Donna Garcia,76.1,57,70,71,Sports,117146.0,Yes,6.9,Placed,66.0,safe,Average
Karen Martinez,65.3,48,63,38,Volunteer,75640.0,Yes,3.5,Placed,49.666666666666664,Need Improvement,Poor
Linda Flores,79.8,57,65,52,Volunteer,137778.0,No,4.5,Placed,58.0,Need Improvement,Average
Paul Davis,62.6,30,22,35,NCC,82151.0,Yes,2.4,Not Placed,29.0,At risk,Poor
Matthew Smith,66.9,53,74,66,Sports,83385.0,Yes,4.4,Placed,64.33333333333333,safe,Average
Michelle Walker,80.2,78,84,100,Volunteer,95318.0,Yes,6.9,Placed,87.33333333333333,safe,Excellent
John Scott,80.0,52,51,38,Sports,62847.0,Yes,3.2,Not Placed,47.0,Need Improvement,Poor
Amy Anderson,84.4,58,74,93,Sports,58677.0,No,7.1,Placed,75.0,safe,Good
Jessica Smith,72.9,77,73,100,Volunteer,43136.0,Yes,8.9,Placed,83.33333333333333,safe,Good
Linda Moore,74.2,78,76,100,Sports,104006.0,No,8.1,Placed,84.66666666666667,safe,Good
Andrew Hernandez,56.8,70,77,100,Music,76711.0,No,8.5,Placed,82.33333333333333,safe,Good
Nancy Scott,58.4,56,61,76,Sports,118028.0,Yes,4.8,Placed,64.33333333333333,safe,Average
Gary Perez,56.2,67,64,71,Sports,82464.0,Yes,7.1,Placed,67.33333333333333,safe,Average
Sarah Robinson,80.6,74,72,59,Debate,48765.0,Yes,5.1,Placed,68.33333333333333,safe,Average
Nicholas Torres,76.9,51,62,60,Sports,75696.0,Yes,3.0,Placed,57.666666666666664,Need Improvement,Average
Donna Smith,81.0,15,48,63,Sports,13844.0,No,3.1,Not Placed,42.0,Need Improvement,Poor
James King,63.1,48,52,75,Music,110977.0,Yes,5.3,Not Placed,58.333333333333336,Need Improvement,Average
Anthony Nguyen,90.5,47,39,35,Sports,64702.0,Yes,2.5,Not Placed,40.333333333333336,Need Improvement,Poor
Brian Brown,78.6,56,63,86,Debate,81536.0,No,6.7,Placed,68.33333333333333,safe,Average
Nicholas White,87.2,48,68,74,NCC,76913.0,Yes,4.9,Placed,63.333333333333336,safe,Average
James Thompson,81.8,77,82,67,NCC,104151.0,No,6.0,Placed,75.33333333333333,safe,Good
Angela Scott,91.9,40,40,31,Music,70764.0,Yes,2.3,Not Placed,37.0,At risk,Poor
Jacob Brown,90.4,94,76,93,Volunteer,90926.0,Yes,10.0,Placed,87.66666666666667,safe,Excellent
George Miller,99.2,61,64,72,Music,46098.0,No,3.2,Placed,65.66666666666667,safe,Average
Thomas Wilson,100.0,64,69,64,Music,68278.0,Yes,5.3,Placed,65.66666666666667,safe,Average
Steven Robinson,72.0,63,59,62,Debate,51568.0,No,4.9,Not Placed,61.333333333333336,safe,Average
Jacob Williams,81.7,37,55,60,Debate,75435.0,No,3.7,Not Placed,50.666666666666664,Need Improvement,Average
Patricia Johnson,94.9,69,88,100,Sports,87570.0,No,8.1,Placed,85.66666666666667,safe,Excellent
Mary Perez,81.5,61,57,83,Debate,42033.0,Yes,5.6,Not Placed,67.0,safe,Average
David Miller,67.5,40,56,58,Debate,64702.0,Yes,4.0,Not Placed,51.333333333333336,Need Improvement,Average
Lisa Clark,95.5,67,0,88,Sports,64702.0,Yes,5.6,Placed,51.666666666666664,Need Improvement,Average
Michelle Anderson,84.4,60,62,69,Volunteer,88219.0,Yes,5.3,Placed,63.666666666666664,safe,Average
Daniel Ramirez,86.0,83,77,85,NCC,71077.0,Yes,6.9,Placed,81.66666666666667,safe,Good
Deborah Allen,94.1,79,78,73,NCC,35330.0,No,6.1,Placed,76.66666666666667,safe,Good
Emma Lewis,95.6,79,0,56,Sports,63073.0,Yes,7.9,Placed,45.0,Need Improvement,Poor
Kenneth Garcia,89.8,77,94,99,Sports,90180.0,Yes,6.9,Placed,90.0,safe,Excellent
Michelle Davis,94.2,100,93,99,Sports,89037.0,Yes,10.0,Placed,97.33333333333333,safe,Excellent
Patricia Scott,92.6,63,70,86,Debate,68953.0,No,7.4,Placed,73.0,safe,Good
Donald Walker,100.0,42,61,53,Sports,61643.0,Yes,3.3,Placed,52.0,Need Improvement,Average
Karen Martin,81.8,50,63,79,Sports,22741.0,Yes,5.2,Placed,64.0,safe,Average
Kimberly Jones,85.6,52,71,67,NCC,76915.0,Yes,5.1,Placed,63.333333333333336,safe,Average
Mark Nguyen,73.8,70,91,100,NCC,61798.0,Yes,7.7,Placed,87.0,safe,Excellent
George Davis,88.3,51,66,66,Sports,40338.0,Yes,5.5,Placed,61.0,safe,Average
Nicholas Walker,83.3,75,64,87,Sports,75188.0,No,7.5,Placed,75.33333333333333,safe,Good
Nancy Anderson,97.3,43,63,61,Debate,81925.0,Yes,4.0,Placed,55.666666666666664,Need Improvement,Average
John Allen,89.4,91,83,95,Debate,101784.0,Yes,7.3,Placed,89.66666666666667,safe,Excellent
Donald Smith,77.7,50,64,54,Music,52025.0,Yes,3.6,Placed,56.0,Need Improvement,Average
Donna White,79.0,75,76,73,NCC,65290.0,Yes,3.8,Placed,74.66666666666667,safe,Good
Richard Rodriguez,62.1,86,82,98,Music,34993.0,Yes,10.0,Placed,88.66666666666667,safe,Excellent
Michael Taylor,70.7,56,90,72,Sports,60493.0,Yes,5.0,Placed,72.66666666666667,safe,Good
Ronald Harris,78.4,37,57,80,Volunteer,32839.0,Yes,5.9,Not Placed,58.0,Need Improvement,Average
Paul Young,74.5,79,94,99,Debate,83870.0,No,8.7,Placed,90.66666666666667,safe,Excellent
Lisa Walker,79.0,56,59,69,Debate,43723.0,Yes,3.0,Not Placed,61.333333333333336,safe,Average
Lisa Ramirez,100.0,88,90,92,Debate,61029.0,Yes,7.6,Placed,90.0,safe,Excellent
Sharon Allen,79.7,60,71,95,Sports,54358.0,Yes,5.8,Placed,75.33333333333333,safe,Good
Ashley Clark,83.7,49,57,53,Sports,48103.0,Yes,3.1,Not Placed,53.0,Need Improvement,Average
James Wright,79.0,59,51,80,Volunteer,127118.0,Yes,4.7,Not Placed,63.333333333333336,safe,Average
Anthony Williams,63.5,36,39,52,Music,124099.0,No,4.1,Not Placed,42.333333333333336,Need Improvement,Poor
Matthew Harris,100.0,81,79,95,Volunteer,53330.0,Yes,8.2,Placed,85.0,safe,Excellent
Anthony Brown,88.9,100,86,90,NCC,67132.0,Yes,7.9,Placed,92.0,safe,Excellent
James Davis,80.0,36,0,62,Debate,75407.0,Yes,2.9,Not Placed,32.666666666666664,At risk,Poor
Sharon Rodriguez,85.2,96,100,100,Sports,73471.0,Yes,9.0,Placed,98.66666666666667,safe,Excellent
Jennifer Robinson,82.2,50,45,54,Sports,57853.0,No,4.3,Not Placed,49.666666666666664,Need Improvement,Poor
John Hill,63.5,58,57,71,NCC,69312.0,Yes,6.8,Not Placed,62.0,safe,Average
Mary Ramirez,80.3,54,69,53,Music,109261.0,Yes,3.2,Placed,58.666666666666664,Need Improvement,Average
Michelle Lopez,85.8,59,66,97,Sports,98688.0,Yes,5.5,Placed,74.0,safe,Good
Mary Allen,81.9,60,60,80,Volunteer,8000.0,Yes,6.3,Placed,66.66666666666667,safe,Average
Patricia Martinez,60.2,47,58,62,Debate,55450.0,Yes,4.9,Not Placed,55.666666666666664,Need Improvement,Average
Jessica Scott,80.0,71,69,62,Sports,50063.0,Yes,5.2,Placed,67.33333333333333,safe,Average
Sandra White,65.1,35,49,46,NCC,71126.0,Yes,4.1,Not Placed,43.333333333333336,Need Improvement,Poor
Kimberly Scott,84.2,71,88,99,Music,20485.0,Yes,7.3,Placed,86.0,safe,Excellent
Jason Flores,63.9,70,86,100,Debate,73513.0,Yes,7.4,Placed,85.33333333333333,safe,Excellent
Charles Taylor,75.2,78,78,100,NCC,64702.0,Yes,9.3,Placed,85.33333333333333,safe,Excellent
Robert Hernandez,82.5,39,45,67,Sports,119965.0,Yes,4.2,Not Placed,50.333333333333336,Need Improvement,Average
Ronald Martinez,76.7,50,69,67,Music,60140.0,Yes,5.6,Placed,62.0,safe,Average
Daniel Flores,100.0,60,88,88,NCC,92467.0,Yes,5.8,Placed,78.66666666666667,safe,Good
James Walker,77.7,68,85,100,Sports,86524.0,Yes,6.5,Placed,84.33333333333333,safe,Good
Robert Taylor,67.3,43,60,76,Music,64702.0,No,6.5,Placed,59.666666666666664,Need Improvement,Average
Ryan Wright,73.7,60,73,84,Debate,11273.0,Yes,6.0,Placed,72.33333333333333,safe,Good
Elizabeth Lee,99.5,66,69,70,NCC,70246.0,No,5.6,Placed,68.33333333333333,safe,Average
Deborah King,78.5,69,80,84,Music,101168.0,Yes,6.5,Placed,77.66666666666667,safe,Good
Kenneth Wright,87.6,42,80,76,Volunteer,87196.0,No,5.1,Not Placed,66.0,safe,Average
John King,76.2,82,84,94,Debate,54676.0,Yes,7.0,Placed,86.66666666666667,safe,Excellent
Carol Brown,78.0,64,66,61,Music,47740.0,Yes,6.4,Placed,63.666666666666664,safe,Average
Deborah Garcia,90.3,68,83,95,Sports,76726.0,Yes,7.9,Placed,82.0,safe,Good
Paul Garcia,91.1,73,84,86,Debate,65422.0,Yes,6.6,Placed,81.0,safe,Good
David Hernandez,95.1,49,63,61,Music,78726.0,No,3.4,Placed,57.666666666666664,Need Improvement,Average
Steven Moore,69.5,54,67,72,Sports,115049.0,Yes,4.1,Placed,64.33333333333333,safe,Average
Kevin Martin,86.0,62,81,73,NCC,117595.0,No,5.6,Placed,72.0,safe,Good
Ashley Garcia,84.7,60,67,59,Volunteer,95654.0,Yes,3.5,Placed,62.0,safe,Average
Nicholas Moore,82.3,76,85,80,Volunteer,89921.0,Yes,6.8,Placed,80.33333333333333,safe,Good
George Torres,80.6,79,80,86,Sports,92856.0,Yes,6.4,Placed,81.66666666666667,safe,Good
Thomas Miller,80.0,60,57,52,Debate,20806.0,Yes,4.1,Not Placed,56.333333333333336,Need Improvement,Average
Sandra Garcia,63.4,63,60,66,Sports,66293.0,Yes,5.5,Placed,63.0,safe,Average
Mark Anderson,69.2,87,86,100,Volunteer,59180.0,No,10.0,Placed,91.0,safe,Excellent
Andrew Taylor,74.4,51,58,76,Debate,50559.0,Yes,7.0,Not Placed,61.666666666666664,safe,Average
Charles Jackson,98.0,71,100,100,Music,64702.0,Yes,6.9,Placed,90.33333333333333,safe,Excellent
Robert Garcia,94.9,55,72,60,Sports,67189.0,No,5.4,Placed,62.333333333333336,safe,Average
John Scott,79.0,50,63,83,NCC,32523.0,No,6.6,Placed,65.33333333333333,safe,Average
Nancy Lee,88.3,56,72,83,Sports,64621.0,Yes,5.5,Placed,70.33333333333333,safe,Good
Nicholas Lee,100.0,13,45,44,Sports,67305.0,Yes,1.0,Not Placed,34.0,At risk,Poor
Emma Brown,97.4,65,84,75,Volunteer,106330.0,Yes,6.4,Placed,74.66666666666667,safe,Good
George Flores,94.0,53,49,34,Volunteer,49888.0,Yes,3.6,Not Placed,45.333333333333336,Need Improvement,Poor
David Torres,81.3,62,85,79,Sports,45720.0,Yes,4.2,Placed,75.33333333333333,safe,Good
